,name,address,district_name,pincode,fee_type,date,available_capacity,fee,min_age_limit,vaccine,slots
0,UPHC PURDELPUR,NAKKO SHAH MAZAR DHARMSHALA GKP,Gorakhpur,273001,Free,05-05-2021,154,0,45,COVISHIELD,"['10:30AM-11:30AM', '11:30AM-12:30PM', '12:30PM-01:30PM', '01:30PM-04:30PM']"
